id_deputado;nome;partido;estado;presencas;faltas;ano
36;Dep_30;PSOL;RJ;96;11;2025
15;Dep_27;PSDB;BA;51;38;2024
43;Dep_7;PT;RJ;73;20;2023
16;Dep_28;MDB;SP;72;26;2024
21;Dep_25;MDB;AM;83;15;2025
37;Dep_24;PT;BA;61;34;2025
33;Dep_29;PT;RJ;25;3;2024
24;Dep_31;MDB;RJ;62;13;2023
9;Dep_21;PSDB;AM;2;29;2025
14;Dep_12;PSDB;AM;31;6;2022
35;Dep_30;PSDB;SP;40;46;2024
44;Dep_3;PT;SP;0;34;2024
41;Dep_8;PSDB;AM;79;34;2022
31;Dep_50;PSDB;MG;65;3;2022
40;Dep_33;PT;SP;81;16;2025
36;Dep_39;PT;BA;80;11;2025
14;Dep_41;PL;MG;7;21;2023
22;Dep_49;PSDB;RJ;22;7;2023
38;Dep_25;MDB;BA;54;33;2022
23;Dep_28;MDB;RJ;97;42;2024
4;Dep_3;PL;AM;80;28;2022
35;Dep_49;MDB;AM;68;1;2022
14;Dep_20;PSDB;BA;52;44;2022
25;Dep_25;PL;MG;83;45;2022
46;Dep_35;PSOL;RJ;26;5;2025
19;Dep_20;PL;RJ;17;19;2023
8;Dep_14;PSDB;SP;59;41;2023
21;Dep_41;PSDB;BA;19;28;2023
37;Dep_21;PSDB;RJ;2;0;2024
22;Dep_2;MDB;RJ;48;9;2025
26;Dep_29;PT;SP;9;21;2023
9;Dep_31;PSDB;RJ;7;34;2024
24;Dep_46;MDB;MG;21;0;2024
30;Dep_21;PSDB;MG;24;16;2023
5;Dep_43;MDB;AM;73;4;2022
29;Dep_31;MDB;RJ;12;0;2025
25;Dep_27;PSDB;MG;90;28;2022
45;Dep_3;PSOL;AM;66;7;2023
49;Dep_19;PT;BA;47;5;2023
24;Dep_15;PL;BA;88;27;2023
16;Dep_27;PSDB;SP;65;13;2022
37;Dep_30;PSOL;AM;65;40;2025
43;Dep_21;PSOL;RJ;40;40;2022
38;Dep_14;PSOL;RJ;21;0;2022
41;Dep_21;MDB;SP;30;18;2022
4;Dep_23;PSOL;SP;79;23;2023
28;Dep_4;MDB;MG;53;5;2024
40;Dep_25;PT;RJ;75;0;2023
39;Dep_18;PSOL;SP;49;4;2024
37;Dep_10;PSDB;RJ;12;46;2022
16;Dep_25;MDB;BA;40;11;2025
40;Dep_34;PSDB;AM;40;44;2022
49;Dep_45;MDB;MG;55;49;2022
10;Dep_8;PT;BA;50;40;2023
50;Dep_18;MDB;AM;92;31;2022
22;Dep_2;PSOL;MG;35;14;2022
25;Dep_27;PT;MG;10;36;2025
8;Dep_36;PSOL;MG;87;21;2024
25;Dep_9;MDB;BA;49;40;2022
18;Dep_9;MDB;SP;28;21;2024
39;Dep_12;PL;BA;14;43;2022
39;Dep_38;PSDB;AM;56;12;2024
37;Dep_3;PSDB;BA;38;32;2025
6;Dep_38;PT;AM;81;38;2023
11;Dep_12;PSDB;AM;29;43;2022
37;Dep_39;PT;BA;49;9;2024
25;Dep_13;PSDB;BA;40;0;2022
17;Dep_4;PT;BA;29;12;2022
36;Dep_44;MDB;RJ;46;22;2022
14;Dep_43;PSOL;SP;70;8;2024
32;Dep_19;PSOL;MG;34;44;2025
32;Dep_32;PL;RJ;48;0;2024
13;Dep_50;PSDB;AM;3;28;2022
30;Dep_21;PT;BA;75;6;2022
44;Dep_22;PSDB;BA;11;46;2023
25;Dep_28;PSOL;RJ;7;29;2025
21;Dep_45;PT;RJ;77;50;2024
8;Dep_19;PL;SP;50;40;2022
10;Dep_38;MDB;SP;9;40;2025
16;Dep_25;MDB;AM;19;19;2023
3;Dep_30;MDB;MG;75;8;2022
49;Dep_8;PSDB;RJ;7;40;2025
22;Dep_45;PT;AM;16;32;2025
26;Dep_20;PSOL;SP;44;50;2024
13;Dep_30;PL;BA;98;6;2024
22;Dep_15;PSDB;MG;50;28;2022
50;Dep_7;PSDB;MG;48;18;2023
49;Dep_16;MDB;BA;13;27;2024
33;Dep_42;PSOL;SP;71;43;2022
5;Dep_25;PT;MG;52;31;2024
21;Dep_1;PL;AM;47;46;2022
11;Dep_40;PSDB;BA;69;0;2023
14;Dep_45;PSDB;SP;72;36;2022
45;Dep_1;PT;BA;6;46;2025
37;Dep_25;PL;RJ;28;37;2023
26;Dep_50;PL;SP;17;25;2023
22;Dep_27;MDB;AM;70;6;2024
6;Dep_47;PSOL;AM;81;32;2025
11;Dep_26;MDB;BA;68;5;2025
5;Dep_24;PT;SP;99;45;2025
13;Dep_35;PT;MG;88;24;2025
44;Dep_30;MDB;BA;61;8;2022
20;Dep_28;MDB;AM;55;23;2025
19;Dep_35;PL;RJ;44;1;2022
43;Dep_41;PL;MG;18;47;2025
46;Dep_41;PL;SP;15;10;2023
16;Dep_48;MDB;MG;41;38;2023
4;Dep_21;MDB;BA;54;2;2024
12;Dep_42;PSOL;MG;20;42;2025
41;Dep_39;PSDB;AM;80;50;2024
47;Dep_1;PSOL;SP;91;46;2022
21;Dep_40;PSOL;SP;33;30;2022
42;Dep_3;PSOL;AM;20;27;2023
19;Dep_48;PSDB;BA;77;29;2022
34;Dep_50;PL;AM;94;42;2024
50;Dep_23;PSOL;AM;10;37;2024
13;Dep_34;PL;RJ;32;10;2023
46;Dep_25;PL;BA;33;8;2024
35;Dep_46;PSDB;BA;3;33;2025
8;Dep_7;PSDB;AM;33;44;2025
38;Dep_16;PT;MG;8;0;2025
49;Dep_39;PSDB;RJ;78;29;2024
22;Dep_21;PT;SP;98;23;2023
38;Dep_15;PSOL;RJ;48;29;2022
21;Dep_36;PL;MG;68;45;2022
37;Dep_27;PSDB;SP;13;42;2025
8;Dep_9;MDB;SP;18;12;2025
40;Dep_38;PSOL;BA;17;50;2024
27;Dep_17;PSDB;SP;33;33;2024
36;Dep_26;PT;BA;23;6;2022
32;Dep_34;PSDB;SP;67;11;2022
21;Dep_4;PSDB;BA;48;13;2022
41;Dep_50;MDB;MG;40;18;2022
30;Dep_11;PL;SP;36;37;2022
46;Dep_22;PL;SP;48;33;2023
32;Dep_17;PT;AM;90;22;2024
48;Dep_39;PSDB;SP;51;5;2024
9;Dep_50;PSOL;AM;30;17;2025
50;Dep_1;PSDB;AM;89;26;2022
9;Dep_28;PL;SP;14;43;2022
45;Dep_24;PL;MG;21;39;2025
16;Dep_11;PL;SP;34;2;2024
17;Dep_40;MDB;BA;44;7;2025
1;Dep_21;PL;SP;57;23;2024
1;Dep_4;PSDB;SP;55;10;2024
50;Dep_49;PL;BA;55;7;2024
45;Dep_7;PL;RJ;62;23;2024
36;Dep_6;MDB;BA;21;49;2025
23;Dep_12;PSDB;AM;68;31;2023
43;Dep_25;MDB;BA;56;33;2023
20;Dep_24;PT;SP;14;12;2023
35;Dep_28;PL;RJ;50;36;2024
35;Dep_32;PT;MG;44;34;2022
28;Dep_37;PSOL;MG;83;34;2025
48;Dep_38;PT;SP;21;14;2022
34;Dep_12;PSDB;RJ;42;28;2025
47;Dep_17;PL;RJ;74;4;2023
49;Dep_5;PSDB;MG;48;15;2022
27;Dep_42;PSDB;SP;85;42;2022
27;Dep_8;PSDB;BA;63;31;2022
23;Dep_4;MDB;BA;87;27;2022
6;Dep_17;PL;SP;80;14;2024
36;Dep_14;PSOL;MG;11;50;2023
22;Dep_42;PT;MG;51;9;2022
41;Dep_8;PL;RJ;50;25;2023
29;Dep_9;PSDB;AM;25;43;2023
37;Dep_17;PT;MG;31;20;2023
20;Dep_37;PT;AM;80;14;2025
44;Dep_40;MDB;SP;66;7;2025
41;Dep_48;PT;BA;23;25;2025
1;Dep_3;PT;BA;69;19;2022
49;Dep_19;PSOL;RJ;68;0;2022
7;Dep_3;PSOL;MG;39;44;2023
35;Dep_3;PT;BA;83;0;2023
49;Dep_4;PL;BA;92;12;2023
6;Dep_16;PL;BA;86;48;2022
9;Dep_7;PL;AM;75;4;2024
17;Dep_18;PT;MG;54;47;2025
31;Dep_13;PT;BA;91;31;2025
22;Dep_6;PSDB;RJ;61;6;2025
4;Dep_43;PL;MG;69;9;2025
24;Dep_17;PSDB;AM;2;38;2022
7;Dep_46;PSOL;MG;60;38;2025
48;Dep_47;PT;RJ;66;28;2023
40;Dep_44;PSDB;RJ;47;38;2022
48;Dep_4;PSOL;RJ;22;21;2024
23;Dep_16;PT;BA;52;42;2022
46;Dep_21;PSDB;RJ;20;7;2022
5;Dep_35;PL;SP;7;49;2025
23;Dep_22;PSDB;MG;57;44;2022
33;Dep_2;PSDB;BA;31;27;2024
20;Dep_50;PL;SP;16;21;2025
31;Dep_23;PSOL;RJ;76;18;2023
3;Dep_37;PSDB;MG;56;3;2025
40;Dep_37;PSOL;MG;42;34;2022
32;Dep_26;PT;AM;7;43;2024
22;Dep_35;PSDB;AM;76;11;2024
38;Dep_18;PSOL;AM;68;49;2024
10;Dep_10;PL;SP;61;45;2024
22;Dep_34;PSOL;AM;13;33;2022
2;Dep_39;PSOL;RJ;21;23;2023
21;Dep_39;PSDB;BA;8;45;2023
20;Dep_8;PT;SP;30;43;2024
49;Dep_7;PL;SP;27;38;2023
5;Dep_39;PL;BA;84;12;2024
4;Dep_2;PSOL;SP;90;27;2024
33;Dep_29;PL;SP;7;0;2024
11;Dep_25;PSOL;RJ;88;35;2024
38;Dep_42;PSOL;SP;3;9;2025
43;Dep_24;PT;MG;77;42;2025
44;Dep_25;PT;BA;7;49;2025
10;Dep_24;PSOL;MG;53;31;2023
36;Dep_18;PL;BA;83;3;2022
35;Dep_35;PSOL;MG;31;6;2022
50;Dep_17;MDB;AM;68;24;2025
13;Dep_3;PSDB;RJ;40;39;2024
16;Dep_30;PSDB;BA;32;18;2023
24;Dep_38;PL;AM;87;44;2025
29;Dep_34;PL;AM;48;6;2024
48;Dep_15;MDB;SP;5;12;2024
12;Dep_19;MDB;MG;16;34;2024
37;Dep_35;PSDB;MG;39;13;2025
48;Dep_14;PSOL;SP;37;20;2025
26;Dep_15;MDB;MG;96;35;2023
44;Dep_6;PL;BA;85;29;2022
5;Dep_36;MDB;SP;66;15;2025
27;Dep_1;MDB;BA;61;8;2022
3;Dep_19;PL;BA;20;50;2022
38;Dep_26;PSOL;AM;8;42;2025
9;Dep_50;PSOL;AM;91;17;2022
7;Dep_34;PSDB;SP;59;29;2025
29;Dep_29;PL;BA;67;49;2022
32;Dep_43;PSOL;SP;24;28;2024
16;Dep_1;PSDB;BA;88;30;2025
33;Dep_1;PT;RJ;34;4;2022
26;Dep_45;PL;AM;39;23;2023
37;Dep_27;PT;RJ;36;50;2025
49;Dep_32;PSOL;AM;4;25;2023
36;Dep_48;PT;BA;99;24;2022
49;Dep_17;MDB;BA;91;27;2025
4;Dep_9;MDB;AM;21;15;2022
11;Dep_13;MDB;BA;9;45;2022
20;Dep_35;PT;RJ;79;42;2023
1;Dep_37;MDB;RJ;7;40;2023
6;Dep_25;PL;AM;8;35;2025
28;Dep_3;PSDB;AM;33;44;2022
8;Dep_3;PT;SP;51;16;2024
10;Dep_28;MDB;RJ;74;25;2023
3;Dep_13;PSOL;MG;99;34;2025
30;Dep_27;PSOL;BA;46;42;2024
10;Dep_37;PL;SP;98;2;2024
45;Dep_19;PT;RJ;40;25;2022
11;Dep_18;PSOL;SP;9;7;2022
32;Dep_20;PSDB;RJ;6;14;2025
43;Dep_13;MDB;RJ;34;44;2023
16;Dep_16;PSOL;MG;27;49;2025
37;Dep_43;PL;RJ;99;17;2025
43;Dep_22;PSDB;RJ;40;1;2023
48;Dep_11;MDB;AM;40;30;2023
45;Dep_45;MDB;MG;78;6;2022
18;Dep_46;MDB;MG;53;38;2022
32;Dep_43;PT;SP;2;17;2022
16;Dep_5;MDB;MG;5;25;2022
42;Dep_39;PSOL;AM;66;3;2025
16;Dep_6;MDB;BA;65;40;2024
29;Dep_2;PL;RJ;64;1;2025
5;Dep_9;MDB;AM;32;8;2025
9;Dep_33;PSOL;MG;70;38;2024
21;Dep_44;MDB;BA;46;5;2025
29;Dep_20;MDB;BA;41;2;2023
47;Dep_22;PT;AM;16;42;2022
33;Dep_15;PSOL;RJ;72;38;2022
32;Dep_26;PL;BA;27;16;2022
40;Dep_36;MDB;RJ;57;17;2023
19;Dep_6;PSDB;BA;10;35;2025
7;Dep_48;PSOL;AM;54;1;2022
40;Dep_30;PL;RJ;4;46;2022
18;Dep_50;PSOL;RJ;89;12;2022
7;Dep_31;PSOL;BA;23;3;2023
33;Dep_41;PT;MG;21;2;2024
32;Dep_33;MDB;SP;82;48;2024
33;Dep_30;PSDB;MG;28;29;2024
32;Dep_8;PSDB;MG;7;5;2025
32;Dep_22;MDB;MG;99;42;2023
14;Dep_24;MDB;MG;22;36;2025
24;Dep_40;PSOL;BA;27;37;2024
50;Dep_45;MDB;SP;32;24;2025
11;Dep_48;PSOL;SP;15;34;2023
44;Dep_42;PL;AM;28;43;2022
40;Dep_23;PSDB;BA;78;36;2025
18;Dep_8;PT;MG;52;10;2025
15;Dep_3;PSDB;AM;44;7;2025
12;Dep_40;PT;AM;63;24;2022
5;Dep_50;PSOL;BA;48;21;2024
49;Dep_31;PSOL;BA;79;43;2025
19;Dep_16;PT;RJ;93;5;2023
46;Dep_40;PSOL;BA;14;39;2023
34;Dep_49;PT;RJ;67;49;2025
11;Dep_15;PL;RJ;81;1;2025
46;Dep_41;PT;AM;78;21;2023
31;Dep_33;PT;MG;93;5;2023
1;Dep_14;MDB;SP;68;11;2023
11;Dep_40;PL;BA;84;2;2024
41;Dep_5;MDB;AM;46;24;2022
10;Dep_25;PT;BA;67;35;2025
49;Dep_22;PSDB;MG;20;21;2022
37;Dep_2;PSDB;SP;72;5;2022
14;Dep_5;PT;AM;59;37;2024
50;Dep_20;PL;BA;65;23;2024
46;Dep_19;PSDB;SP;98;32;2024
11;Dep_47;PL;BA;90;1;2022
26;Dep_5;PSDB;SP;82;50;2023
46;Dep_35;MDB;MG;10;50;2025
16;Dep_38;PSOL;SP;81;2;2022
8;Dep_8;PSDB;BA;22;50;2023
37;Dep_7;MDB;RJ;82;32;2023
12;Dep_34;PSDB;BA;65;42;2024
7;Dep_27;PL;SP;98;23;2023
25;Dep_8;PSDB;BA;40;4;2024
35;Dep_33;MDB;MG;97;45;2023
33;Dep_40;MDB;AM;85;42;2024
43;Dep_39;PT;RJ;44;30;2025
24;Dep_4;PSDB;MG;100;3;2022
11;Dep_11;PSOL;MG;61;35;2025
4;Dep_9;PT;AM;80;19;2023
50;Dep_7;PT;SP;85;21;2023
7;Dep_47;PL;SP;88;24;2023
31;Dep_6;PSDB;SP;19;36;2024
23;Dep_42;PT;AM;63;27;2024
8;Dep_21;PL;SP;81;8;2022
37;Dep_50;PSOL;AM;58;4;2023
5;Dep_26;PSOL;SP;90;13;2023
48;Dep_29;PSOL;BA;71;31;2022
33;Dep_49;PSOL;RJ;61;27;2025
28;Dep_6;PL;SP;92;42;2022
28;Dep_45;PSOL;SP;39;23;2023
42;Dep_34;PSDB;MG;17;21;2023
31;Dep_20;PL;RJ;58;0;2022
10;Dep_40;PL;RJ;86;43;2022
43;Dep_49;PT;BA;11;38;2025
11;Dep_31;MDB;BA;98;3;2022
27;Dep_13;PT;SP;67;7;2025
23;Dep_20;MDB;SP;23;24;2024
39;Dep_43;PL;SP;15;41;2023
10;Dep_4;MDB;BA;27;33;2023
8;Dep_44;PL;SP;49;11;2022
27;Dep_28;PSOL;RJ;73;32;2023
45;Dep_18;PL;MG;57;1;2022
6;Dep_30;PSOL;RJ;76;20;2025
20;Dep_15;MDB;MG;79;22;2022
38;Dep_44;MDB;BA;6;20;2024
46;Dep_7;PSOL;RJ;83;33;2023
32;Dep_26;MDB;RJ;24;45;2024
14;Dep_28;PSDB;SP;41;4;2023
8;Dep_48;PT;MG;38;1;2023
40;Dep_2;PSDB;SP;62;20;2025
47;Dep_17;MDB;RJ;38;50;2022
12;Dep_26;MDB;RJ;39;37;2025
30;Dep_10;PL;RJ;1;7;2022
21;Dep_4;PSOL;SP;19;41;2023
32;Dep_15;PL;RJ;17;21;2023
31;Dep_25;PSDB;AM;21;9;2023
31;Dep_2;PL;BA;23;39;2023
11;Dep_6;PT;SP;25;37;2024
45;Dep_29;PT;RJ;35;39;2023
11;Dep_34;MDB;AM;80;39;2024
27;Dep_48;MDB;BA;65;45;2025
17;Dep_10;PL;SP;65;25;2023
15;Dep_1;PSOL;AM;1;40;2023
14;Dep_1;MDB;MG;68;11;2024
42;Dep_29;PT;BA;99;45;2024
20;Dep_50;PT;BA;49;5;2024
29;Dep_50;PSDB;AM;32;32;2025
33;Dep_49;PSDB;MG;6;42;2023
