id,candidato,partido,idade,cidade,propostas,votos_estimados,ano_eleicao
410,Candidato_410,Partido B,36,Salvador,Educação,26372,2018
411,Candidato_411,Partido C,50,Rio de Janeiro,Meio Ambiente,4642,2024
412,Candidato_412,Partido D,37,Manaus,Segurança,29001,2024
413,Candidato_413,Partido B,64,Fortaleza,Economia,35064,2020
414,Candidato_414,Partido A,42,Fortaleza,Economia,30290,2020
415,Candidato_415,Partido C,49,Manaus,Saúde,15122,2024
416,Candidato_416,Partido A,57,Salvador,Segurança,25820,2020
417,Candidato_417,Partido A,64,Manaus,Educação,3895,2018
418,Candidato_418,Partido B,67,Brasília,Economia,6366,2024
419,Candidato_419,Partido D,36,São Paulo,Economia,9711,2020
420,Candidato_420,Partido B,68,Salvador,Saúde,20596,2022
421,Candidato_421,Partido B,60,Rio de Janeiro,Infraestrutura,19793,2024
422,Candidato_422,Partido B,28,Brasília,Educação,9199,2024
423,Candidato_423,Partido B,29,Salvador,Meio Ambiente,11717,2022
424,Candidato_424,Partido C,61,Manaus,Segurança,37191,2018
425,Candidato_425,Partido D,32,Manaus,Economia,11211,2022
426,Candidato_426,Partido A,66,Manaus,Economia,46550,2024
427,Candidato_427,Partido A,52,Manaus,Meio Ambiente,24360,2018
428,Candidato_428,Partido D,55,Rio de Janeiro,Educação,22542,2020
429,Candidato_429,Partido A,33,Brasília,Infraestrutura,32312,2020
430,Candidato_430,Partido D,53,Fortaleza,Economia,46242,2020
431,Candidato_431,Partido A,38,São Paulo,Educação,37435,2024
432,Candidato_432,Partido B,64,Rio de Janeiro,Meio Ambiente,29247,2022
433,Candidato_433,Partido A,65,Rio de Janeiro,Saúde,23357,2018
434,Candidato_434,Partido D,46,Fortaleza,Infraestrutura,42045,2020
435,Candidato_435,Partido D,35,Fortaleza,Segurança,28691,2018
436,Candidato_436,Partido D,47,São Paulo,Economia,13424,2024
437,Candidato_437,Partido D,25,São Paulo,Educação,19852,2020
438,Candidato_438,Partido D,61,Fortaleza,Saúde,23601,2024
439,Candidato_439,Partido C,45,Manaus,Segurança,19020,2022
440,Candidato_440,Partido C,50,Rio de Janeiro,Educação,9155,2024
441,Candidato_441,Partido A,60,Salvador,Educação,4583,2024
442,Candidato_442,Partido D,47,São Paulo,Segurança,16515,2022
443,Candidato_443,Partido A,25,São Paulo,Saúde,37777,2018
444,Candidato_444,Partido D,64,Fortaleza,Meio Ambiente,20710,2022
445,Candidato_445,Partido D,39,Brasília,Saúde,44178,2022
446,Candidato_446,Partido C,45,Salvador,Infraestrutura,25532,2024
447,Candidato_447,Partido C,33,Salvador,Economia,19601,2018
448,Candidato_448,Partido B,33,São Paulo,Segurança,5967,2020
449,Candidato_449,Partido C,34,Manaus,Meio Ambiente,19753,2022
450,Candidato_450,Partido B,50,Brasília,Segurança,21022,2018
451,Candidato_451,Partido B,65,Salvador,Segurança,44463,2022
452,Candidato_452,Partido B,59,São Paulo,Saúde,10135,2022
453,Candidato_453,Partido B,49,Salvador,Economia,6722,2022
454,Candidato_454,Partido B,50,Brasília,Infraestrutura,28413,2022
455,Candidato_455,Partido A,35,Brasília,Educação,28236,2024
456,Candidato_456,Partido C,62,Rio de Janeiro,Educação,16514,2018
457,Candidato_457,Partido B,26,Fortaleza,Segurança,44896,2018
458,Candidato_458,Partido D,31,Fortaleza,Economia,38212,2018
459,Candidato_459,Partido C,42,São Paulo,Meio Ambiente,41386,2022
460,Candidato_460,Partido C,51,Brasília,Saúde,21331,2024
461,Candidato_461,Partido B,58,Rio de Janeiro,Economia,19060,2022
462,Candidato_462,Partido A,51,Rio de Janeiro,Economia,2196,2022
463,Candidato_463,Partido B,41,Salvador,Saúde,13297,2018
464,Candidato_464,Partido A,67,Salvador,Segurança,3787,2022
465,Candidato_465,Partido D,68,Rio de Janeiro,Economia,24816,2020
466,Candidato_466,Partido C,48,Salvador,Educação,41695,2022
467,Candidato_467,Partido D,49,Brasília,Saúde,20702,2020
468,Candidato_468,Partido A,31,Manaus,Meio Ambiente,26242,2022
469,Candidato_469,Partido A,30,Brasília,Infraestrutura,3176,2024
470,Candidato_470,Partido D,48,Rio de Janeiro,Segurança,21127,2024
471,Candidato_471,Partido A,57,Rio de Janeiro,Saúde,42560,2018
472,Candidato_472,Partido D,53,Brasília,Infraestrutura,28228,2022
473,Candidato_473,Partido C,67,Salvador,Infraestrutura,21208,2020
474,Candidato_474,Partido D,46,Salvador,Meio Ambiente,29482,2020
475,Candidato_475,Partido C,50,Fortaleza,Economia,10171,2022
476,Candidato_476,Partido D,52,Rio de Janeiro,Meio Ambiente,36219,2020
477,Candidato_477,Partido A,45,São Paulo,Economia,34396,2024
478,Candidato_478,Partido D,31,Fortaleza,Economia,43589,2020
479,Candidato_479,Partido A,41,Salvador,Saúde,41546,2018
480,Candidato_480,Partido D,44,Brasília,Saúde,4696,2024
481,Candidato_481,Partido D,65,Salvador,Segurança,21058,2024
482,Candidato_482,Partido B,44,Brasília,Economia,21313,2024
483,Candidato_483,Partido A,46,Fortaleza,Infraestrutura,20149,2022
484,Candidato_484,Partido B,52,Rio de Janeiro,Educação,46740,2022
485,Candidato_485,Partido A,64,Salvador,Segurança,42075,2024
486,Candidato_486,Partido B,31,Brasília,Saúde,5956,2022
487,Candidato_487,Partido C,25,Rio de Janeiro,Meio Ambiente,11195,2020
488,Candidato_488,Partido D,56,São Paulo,Segurança,18076,2022
489,Candidato_489,Partido A,37,Brasília,Segurança,2105,2022
490,Candidato_490,Partido A,54,Fortaleza,Segurança,16417,2024
491,Candidato_491,Partido D,47,São Paulo,Segurança,25729,2018
492,Candidato_492,Partido A,43,São Paulo,Educação,47956,2018
493,Candidato_493,Partido A,56,Manaus,Meio Ambiente,31099,2018
494,Candidato_494,Partido B,54,Salvador,Meio Ambiente,33598,2020
495,Candidato_495,Partido A,53,Brasília,Meio Ambiente,30961,2022
496,Candidato_496,Partido C,69,São Paulo,Economia,13602,2018
497,Candidato_497,Partido C,53,Manaus,Infraestrutura,10256,2024
498,Candidato_498,Partido D,54,Fortaleza,Meio Ambiente,21584,2018
499,Candidato_499,Partido A,40,Rio de Janeiro,Segurança,47980,2018
500,Candidato_500,Partido D,64,Brasília,Segurança,35681,2022
501,Candidato_501,Partido C,43,São Paulo,Meio Ambiente,26792,2022
502,Candidato_502,Partido A,42,Salvador,Meio Ambiente,22904,2022
503,Candidato_503,Partido A,25,Manaus,Segurança,44361,2020
504,Candidato_504,Partido D,38,São Paulo,Economia,35540,2020
505,Candidato_505,Partido C,26,Salvador,Saúde,27536,2018
506,Candidato_506,Partido A,52,São Paulo,Saúde,20164,2022
507,Candidato_507,Partido D,54,Brasília,Meio Ambiente,13996,2018
508,Candidato_508,Partido C,62,Brasília,Educação,3871,2024
509,Candidato_509,Partido D,28,Brasília,Meio Ambiente,47002,2024
510,Candidato_510,Partido B,25,Fortaleza,Meio Ambiente,23626,2022
511,Candidato_511,Partido A,32,Fortaleza,Saúde,11521,2022
512,Candidato_512,Partido B,53,Manaus,Segurança,44410,2024
513,Candidato_513,Partido C,63,Brasília,Meio Ambiente,2132,2022
514,Candidato_514,Partido B,27,Salvador,Segurança,34467,2020
515,Candidato_515,Partido B,56,São Paulo,Segurança,15534,2020
516,Candidato_516,Partido C,34,Rio de Janeiro,Educação,24854,2022
517,Candidato_517,Partido D,34,Salvador,Segurança,43998,2024
518,Candidato_518,Partido B,43,Fortaleza,Saúde,40065,2018
519,Candidato_519,Partido D,58,Fortaleza,Economia,46607,2022
520,Candidato_520,Partido B,57,Salvador,Economia,8812,2022
521,Candidato_521,Partido D,47,Fortaleza,Infraestrutura,5557,2018
522,Candidato_522,Partido C,52,Brasília,Meio Ambiente,3179,2022
523,Candidato_523,Partido B,56,Manaus,Saúde,44798,2018
524,Candidato_524,Partido C,31,São Paulo,Segurança,10065,2024
525,Candidato_525,Partido B,53,Manaus,Economia,9275,2020
526,Candidato_526,Partido C,32,São Paulo,Saúde,48857,2024
527,Candidato_527,Partido C,25,São Paulo,Economia,36948,2020
528,Candidato_528,Partido B,27,Manaus,Segurança,21700,2018
529,Candidato_529,Partido B,48,Salvador,Economia,40464,2020
530,Candidato_530,Partido B,47,São Paulo,Meio Ambiente,43351,2024
531,Candidato_531,Partido A,32,Manaus,Meio Ambiente,28794,2020
532,Candidato_532,Partido D,61,São Paulo,Infraestrutura,29783,2018
533,Candidato_533,Partido A,27,Rio de Janeiro,Infraestrutura,17998,2020
534,Candidato_534,Partido A,57,Salvador,Economia,14869,2022
535,Candidato_535,Partido C,52,Brasília,Saúde,45525,2024
536,Candidato_536,Partido B,32,São Paulo,Meio Ambiente,29152,2022
537,Candidato_537,Partido D,58,Rio de Janeiro,Saúde,21954,2018
538,Candidato_538,Partido C,59,Brasília,Saúde,32555,2020
539,Candidato_539,Partido A,56,Brasília,Economia,17654,2022
540,Candidato_540,Partido B,48,São Paulo,Saúde,46026,2022
541,Candidato_541,Partido C,38,Manaus,Meio Ambiente,36236,2020
542,Candidato_542,Partido B,56,São Paulo,Segurança,47976,2020
543,Candidato_543,Partido C,67,Rio de Janeiro,Infraestrutura,16042,2024
544,Candidato_544,Partido B,40,Brasília,Segurança,26966,2022
545,Candidato_545,Partido A,28,São Paulo,Saúde,49407,2022
546,Candidato_546,Partido D,61,Manaus,Segurança,45314,2018
547,Candidato_547,Partido A,45,São Paulo,Meio Ambiente,46095,2024
548,Candidato_548,Partido D,38,Salvador,Meio Ambiente,15270,2018
549,Candidato_549,Partido B,55,Manaus,Saúde,31908,2022
550,Candidato_550,Partido C,42,Rio de Janeiro,Economia,16523,2018
551,Candidato_551,Partido A,31,Brasília,Segurança,48068,2022
552,Candidato_552,Partido D,34,São Paulo,Economia,20991,2022
553,Candidato_553,Partido A,31,Manaus,Economia,11775,2018
554,Candidato_554,Partido D,57,Salvador,Educação,13265,2018
555,Candidato_555,Partido A,47,Manaus,Saúde,20459,2020
556,Candidato_556,Partido D,45,Fortaleza,Infraestrutura,17673,2020
557,Candidato_557,Partido D,43,Salvador,Meio Ambiente,28056,2020
558,Candidato_558,Partido B,43,Rio de Janeiro,Meio Ambiente,7614,2022
559,Candidato_559,Partido D,60,Brasília,Saúde,37020,2018
560,Candidato_560,Partido B,53,Rio de Janeiro,Infraestrutura,8415,2024
561,Candidato_561,Partido D,42,São Paulo,Meio Ambiente,24155,2022
562,Candidato_562,Partido C,26,Manaus,Saúde,44884,2024
563,Candidato_563,Partido C,25,Fortaleza,Meio Ambiente,17964,2018
564,Candidato_564,Partido C,29,Salvador,Economia,38726,2022
565,Candidato_565,Partido D,44,Salvador,Segurança,38044,2024
566,Candidato_566,Partido B,35,Manaus,Segurança,38544,2024
567,Candidato_567,Partido B,66,Fortaleza,Meio Ambiente,33252,2020
568,Candidato_568,Partido D,26,Manaus,Educação,4832,2020
569,Candidato_569,Partido C,27,São Paulo,Infraestrutura,26275,2020
570,Candidato_570,Partido C,47,Rio de Janeiro,Infraestrutura,15901,2022
571,Candidato_571,Partido B,36,Salvador,Infraestrutura,39213,2018
572,Candidato_572,Partido C,44,São Paulo,Economia,35148,2018
573,Candidato_573,Partido A,29,Rio de Janeiro,Infraestrutura,43633,2020
574,Candidato_574,Partido B,61,São Paulo,Segurança,23918,2020
575,Candidato_575,Partido C,62,Fortaleza,Economia,47694,2020
576,Candidato_576,Partido B,54,Salvador,Saúde,20540,2024
577,Candidato_577,Partido A,33,Manaus,Infraestrutura,12580,2020
578,Candidato_578,Partido B,58,Manaus,Infraestrutura,39402,2024
579,Candidato_579,Partido B,68,Rio de Janeiro,Saúde,39578,2018
580,Candidato_580,Partido B,59,Brasília,Infraestrutura,25917,2022
581,Candidato_581,Partido B,46,Fortaleza,Saúde,23318,2022
582,Candidato_582,Partido A,68,Rio de Janeiro,Economia,11179,2022
583,Candidato_583,Partido D,48,Brasília,Segurança,13251,2022
584,Candidato_584,Partido B,41,São Paulo,Saúde,46899,2024
585,Candidato_585,Partido B,34,Fortaleza,Educação,20493,2024
586,Candidato_586,Partido C,54,São Paulo,Saúde,21466,2020
587,Candidato_587,Partido B,47,Salvador,Infraestrutura,31206,2024
588,Candidato_588,Partido C,56,Fortaleza,Economia,46475,2020
589,Candidato_589,Partido D,41,Brasília,Meio Ambiente,20624,2020
590,Candidato_590,Partido A,41,Salvador,Economia,27564,2022
591,Candidato_591,Partido A,38,Manaus,Meio Ambiente,23412,2024
592,Candidato_592,Partido D,33,Brasília,Saúde,28990,2024
593,Candidato_593,Partido A,64,Rio de Janeiro,Segurança,36517,2020
594,Candidato_594,Partido D,26,Manaus,Educação,14156,2020
595,Candidato_595,Partido D,69,Manaus,Economia,24064,2018
596,Candidato_596,Partido D,49,Rio de Janeiro,Infraestrutura,26711,2018
597,Candidato_597,Partido A,63,Fortaleza,Meio Ambiente,31106,2020
598,Candidato_598,Partido C,33,Manaus,Infraestrutura,17589,2018
599,Candidato_599,Partido D,46,Brasília,Segurança,24736,2018
600,Candidato_600,Partido B,67,Salvador,Meio Ambiente,21975,2020
601,Candidato_601,Partido A,28,Manaus,Economia,37218,2020
602,Candidato_602,Partido D,50,Brasília,Saúde,8214,2024
603,Candidato_603,Partido D,53,São Paulo,Infraestrutura,31581,2020
604,Candidato_604,Partido B,69,Brasília,Segurança,21195,2020
605,Candidato_605,Partido C,58,Salvador,Economia,45582,2022
606,Candidato_606,Partido C,47,Brasília,Economia,28127,2024
607,Candidato_607,Partido C,61,Rio de Janeiro,Economia,6141,2024
608,Candidato_608,Partido D,35,Salvador,Economia,29884,2024
609,Candidato_609,Partido D,30,Fortaleza,Meio Ambiente,25885,2022
610,Candidato_610,Partido D,42,São Paulo,Economia,3708,2020
611,Candidato_611,Partido A,45,Rio de Janeiro,Infraestrutura,19375,2024
612,Candidato_612,Partido B,66,Fortaleza,Segurança,16088,2024
613,Candidato_613,Partido D,60,Brasília,Meio Ambiente,45602,2018
614,Candidato_614,Partido B,65,Salvador,Economia,46046,2024
615,Candidato_615,Partido B,62,São Paulo,Educação,11014,2020
616,Candidato_616,Partido C,58,Rio de Janeiro,Educação,4273,2020
617,Candidato_617,Partido A,41,Fortaleza,Segurança,48135,2018
618,Candidato_618,Partido D,61,Fortaleza,Saúde,38306,2024
619,Candidato_619,Partido C,49,São Paulo,Saúde,31881,2024
620,Candidato_620,Partido C,62,Brasília,Meio Ambiente,32486,2024
621,Candidato_621,Partido D,36,São Paulo,Meio Ambiente,13541,2022
622,Candidato_622,Partido B,47,Fortaleza,Meio Ambiente,9712,2024
623,Candidato_623,Partido C,66,Manaus,Saúde,10168,2020
624,Candidato_624,Partido B,46,Rio de Janeiro,Educação,4551,2020
625,Candidato_625,Partido A,45,São Paulo,Saúde,13297,2022
626,Candidato_626,Partido B,51,Fortaleza,Infraestrutura,44733,2022
627,Candidato_627,Partido A,55,Brasília,Economia,28128,2024
628,Candidato_628,Partido B,30,Fortaleza,Meio Ambiente,3832,2018
629,Candidato_629,Partido C,51,Brasília,Educação,29483,2022
630,Candidato_630,Partido C,64,São Paulo,Segurança,23063,2022
631,Candidato_631,Partido A,58,Brasília,Segurança,23963,2024
632,Candidato_632,Partido D,36,Salvador,Economia,14422,2024
633,Candidato_633,Partido A,69,Salvador,Educação,33920,2022
634,Candidato_634,Partido A,31,Salvador,Saúde,12156,2018
635,Candidato_635,Partido B,34,Manaus,Saúde,12108,2022
636,Candidato_636,Partido B,69,São Paulo,Infraestrutura,32845,2024
637,Candidato_637,Partido A,41,Fortaleza,Infraestrutura,3800,2024
638,Candidato_638,Partido C,50,Fortaleza,Saúde,39078,2022
639,Candidato_639,Partido B,45,Manaus,Segurança,43712,2018
640,Candidato_640,Partido D,52,Brasília,Meio Ambiente,3610,2022
641,Candidato_641,Partido B,26,Manaus,Segurança,13067,2022
642,Candidato_642,Partido B,67,Brasília,Infraestrutura,34872,2024
643,Candidato_643,Partido D,25,Brasília,Economia,11728,2018
644,Candidato_644,Partido A,60,Rio de Janeiro,Saúde,30566,2020
645,Candidato_645,Partido D,50,Fortaleza,Infraestrutura,30783,2018
646,Candidato_646,Partido A,53,Salvador,Infraestrutura,21583,2022
647,Candidato_647,Partido A,45,Brasília,Meio Ambiente,21238,2022
648,Candidato_648,Partido A,35,Rio de Janeiro,Saúde,8263,2022
649,Candidato_649,Partido D,64,Fortaleza,Meio Ambiente,2914,2018
650,Candidato_650,Partido A,35,Salvador,Saúde,24749,2024
651,Candidato_651,Partido C,60,Brasília,Meio Ambiente,20456,2022
652,Candidato_652,Partido D,63,Brasília,Segurança,26582,2022
653,Candidato_653,Partido C,64,Manaus,Economia,1406,2018
654,Candidato_654,Partido A,59,Manaus,Economia,14689,2020
655,Candidato_655,Partido B,58,Fortaleza,Saúde,33934,2020
656,Candidato_656,Partido A,48,Salvador,Educação,34276,2024
657,Candidato_657,Partido C,46,Brasília,Infraestrutura,37432,2024
658,Candidato_658,Partido C,29,Fortaleza,Infraestrutura,20873,2022
659,Candidato_659,Partido D,57,Fortaleza,Saúde,14050,2018
660,Candidato_660,Partido B,60,São Paulo,Meio Ambiente,1680,2022
661,Candidato_661,Partido D,44,Manaus,Educação,19908,2024
662,Candidato_662,Partido C,43,Salvador,Segurança,19504,2018
663,Candidato_663,Partido A,59,Brasília,Meio Ambiente,22644,2018
664,Candidato_664,Partido B,67,Fortaleza,Meio Ambiente,38125,2024
665,Candidato_665,Partido A,41,Brasília,Saúde,2363,2020
666,Candidato_666,Partido A,69,São Paulo,Saúde,43291,2020
667,Candidato_667,Partido B,67,Salvador,Infraestrutura,36060,2018
668,Candidato_668,Partido D,58,Fortaleza,Saúde,2538,2022
669,Candidato_669,Partido A,33,Brasília,Saúde,37176,2020
670,Candidato_670,Partido C,50,Manaus,Saúde,42520,2022
671,Candidato_671,Partido A,26,São Paulo,Infraestrutura,26675,2020
672,Candidato_672,Partido B,33,Salvador,Segurança,19287,2020
673,Candidato_673,Partido B,33,São Paulo,Segurança,1174,2022
674,Candidato_674,Partido B,64,Manaus,Saúde,27732,2024
675,Candidato_675,Partido D,41,Salvador,Infraestrutura,35998,2020
676,Candidato_676,Partido A,25,São Paulo,Segurança,38055,2020
677,Candidato_677,Partido D,49,Rio de Janeiro,Meio Ambiente,13112,2022
678,Candidato_678,Partido D,67,Manaus,Segurança,40874,2024
679,Candidato_679,Partido B,64,Manaus,Segurança,10689,2020
680,Candidato_680,Partido B,66,Manaus,Infraestrutura,45814,2020
681,Candidato_681,Partido D,49,Rio de Janeiro,Meio Ambiente,20555,2024
682,Candidato_682,Partido A,63,Rio de Janeiro,Infraestrutura,34919,2020
683,Candidato_683,Partido C,59,Brasília,Saúde,8619,2024
684,Candidato_684,Partido D,27,Fortaleza,Economia,7033,2024
685,Candidato_685,Partido A,61,São Paulo,Segurança,42328,2022
686,Candidato_686,Partido B,68,Brasília,Economia,5946,2018
687,Candidato_687,Partido B,68,São Paulo,Infraestrutura,25618,2024
688,Candidato_688,Partido A,54,Fortaleza,Infraestrutura,35675,2022
689,Candidato_689,Partido C,62,Rio de Janeiro,Infraestrutura,37258,2018
690,Candidato_690,Partido B,58,Fortaleza,Economia,19919,2020
691,Candidato_691,Partido B,36,Rio de Janeiro,Infraestrutura,5173,2018
692,Candidato_692,Partido B,43,Fortaleza,Saúde,44833,2024
693,Candidato_693,Partido A,61,Brasília,Infraestrutura,27400,2024
694,Candidato_694,Partido D,68,Salvador,Educação,5769,2024
695,Candidato_695,Partido B,41,Brasília,Economia,38564,2024
696,Candidato_696,Partido D,34,São Paulo,Educação,46814,2024
697,Candidato_697,Partido C,36,Brasília,Infraestrutura,15211,2022
698,Candidato_698,Partido B,40,Manaus,Saúde,24255,2024
699,Candidato_699,Partido B,48,São Paulo,Segurança,28962,2022
700,Candidato_700,Partido C,43,Fortaleza,Meio Ambiente,20356,2020
701,Candidato_701,Partido B,32,São Paulo,Meio Ambiente,21306,2024
702,Candidato_702,Partido D,55,Salvador,Infraestrutura,5997,2024
703,Candidato_703,Partido A,45,Rio de Janeiro,Saúde,18376,2018
704,Candidato_704,Partido D,41,Fortaleza,Economia,41880,2020
705,Candidato_705,Partido A,47,São Paulo,Educação,39055,2024
706,Candidato_706,Partido A,61,Fortaleza,Educação,11578,2024
707,Candidato_707,Partido D,40,Fortaleza,Educação,19624,2020
708,Candidato_708,Partido D,30,Fortaleza,Economia,40194,2022
709,Candidato_709,Partido D,32,Rio de Janeiro,Meio Ambiente,45367,2024
710,Candidato_710,Partido D,49,Brasília,Saúde,1389,2018
711,Candidato_711,Partido C,42,Fortaleza,Economia,34767,2024
712,Candidato_712,Partido B,49,Manaus,Educação,46580,2018
713,Candidato_713,Partido A,36,Salvador,Infraestrutura,49367,2018
714,Candidato_714,Partido D,39,Rio de Janeiro,Segurança,2855,2024
715,Candidato_715,Partido D,50,São Paulo,Economia,41893,2024
716,Candidato_716,Partido D,65,Rio de Janeiro,Economia,14794,2018
717,Candidato_717,Partido C,69,São Paulo,Saúde,36531,2020
718,Candidato_718,Partido D,50,Rio de Janeiro,Saúde,5986,2020
719,Candidato_719,Partido D,56,São Paulo,Economia,33298,2024
720,Candidato_720,Partido D,34,Fortaleza,Educação,2481,2022
721,Candidato_721,Partido B,40,Brasília,Segurança,4731,2020
722,Candidato_722,Partido C,31,São Paulo,Saúde,17835,2024
723,Candidato_723,Partido D,41,São Paulo,Educação,28798,2020
724,Candidato_724,Partido A,47,Manaus,Infraestrutura,27113,2022
725,Candidato_725,Partido A,50,São Paulo,Saúde,20477,2024
726,Candidato_726,Partido A,45,Manaus,Educação,18266,2022
727,Candidato_727,Partido C,46,Salvador,Educação,21792,2024
728,Candidato_728,Partido C,31,Fortaleza,Segurança,21452,2022
729,Candidato_729,Partido A,38,Manaus,Segurança,44526,2020
730,Candidato_730,Partido D,39,Brasília,Infraestrutura,42334,2020
731,Candidato_731,Partido C,31,Fortaleza,Educação,12889,2022
732,Candidato_732,Partido A,33,Manaus,Meio Ambiente,25335,2022
733,Candidato_733,Partido A,32,Fortaleza,Educação,12254,2022
734,Candidato_734,Partido D,47,Fortaleza,Segurança,22074,2024
735,Candidato_735,Partido B,53,Fortaleza,Meio Ambiente,12442,2020
736,Candidato_736,Partido C,42,Salvador,Saúde,47289,2024
737,Candidato_737,Partido D,55,Brasília,Saúde,38327,2020
738,Candidato_738,Partido A,54,Rio de Janeiro,Economia,17199,2018
739,Candidato_739,Partido A,63,Rio de Janeiro,Segurança,8291,2024
740,Candidato_740,Partido D,59,Manaus,Economia,41928,2020
741,Candidato_741,Partido C,42,Fortaleza,Meio Ambiente,1112,2020
742,Candidato_742,Partido B,66,Manaus,Segurança,22515,2024
743,Candidato_743,Partido B,63,Salvador,Infraestrutura,20581,2024
744,Candidato_744,Partido A,41,Salvador,Educação,49692,2020
745,Candidato_745,Partido C,38,São Paulo,Infraestrutura,27500,2024
746,Candidato_746,Partido B,55,Salvador,Meio Ambiente,33026,2022
747,Candidato_747,Partido C,48,São Paulo,Segurança,17523,2024
748,Candidato_748,Partido C,59,Brasília,Meio Ambiente,2424,2024
749,Candidato_749,Partido A,68,Manaus,Educação,20552,2024
750,Candidato_750,Partido B,69,Brasília,Saúde,11808,2020
751,Candidato_751,Partido D,58,Salvador,Saúde,39811,2022
752,Candidato_752,Partido A,27,Brasília,Meio Ambiente,7989,2018
753,Candidato_753,Partido B,61,Brasília,Economia,24620,2018
754,Candidato_754,Partido B,67,Brasília,Segurança,40029,2022
755,Candidato_755,Partido B,64,Salvador,Segurança,1887,2022
756,Candidato_756,Partido B,50,Fortaleza,Saúde,32802,2022
757,Candidato_757,Partido B,47,Brasília,Infraestrutura,20488,2020
758,Candidato_758,Partido C,68,São Paulo,Educação,31013,2018
759,Candidato_759,Partido A,63,Salvador,Infraestrutura,17402,2022
760,Candidato_760,Partido C,39,Brasília,Infraestrutura,22205,2020
761,Candidato_761,Partido D,28,Fortaleza,Meio Ambiente,27049,2018
762,Candidato_762,Partido B,53,Salvador,Saúde,13253,2024
763,Candidato_763,Partido A,46,Rio de Janeiro,Saúde,19990,2020
764,Candidato_764,Partido B,49,Fortaleza,Saúde,8846,2018
765,Candidato_765,Partido A,37,São Paulo,Meio Ambiente,26027,2020
766,Candidato_766,Partido C,42,Brasília,Economia,40200,2018
767,Candidato_767,Partido A,57,Rio de Janeiro,Infraestrutura,47220,2018
768,Candidato_768,Partido D,40,Rio de Janeiro,Meio Ambiente,47163,2024
769,Candidato_769,Partido D,69,Salvador,Segurança,4765,2020
770,Candidato_770,Partido A,66,Rio de Janeiro,Educação,16950,2022
771,Candidato_771,Partido A,68,São Paulo,Economia,46270,2024
772,Candidato_772,Partido A,26,São Paulo,Segurança,10741,2024
773,Candidato_773,Partido A,59,Manaus,Infraestrutura,23742,2018
774,Candidato_774,Partido D,66,São Paulo,Saúde,25703,2022
775,Candidato_775,Partido B,58,Fortaleza,Infraestrutura,39709,2020
776,Candidato_776,Partido A,54,Rio de Janeiro,Meio Ambiente,38623,2022
777,Candidato_777,Partido A,37,São Paulo,Educação,23931,2022
778,Candidato_778,Partido D,37,Salvador,Meio Ambiente,24580,2022
779,Candidato_779,Partido D,42,Manaus,Economia,16166,2022
780,Candidato_780,Partido C,56,Rio de Janeiro,Economia,30240,2022
781,Candidato_781,Partido A,56,Manaus,Educação,26991,2018
782,Candidato_782,Partido C,59,Rio de Janeiro,Segurança,39556,2018
783,Candidato_783,Partido D,63,Salvador,Segurança,33969,2024
784,Candidato_784,Partido D,53,Manaus,Economia,11561,2018
785,Candidato_785,Partido B,53,Brasília,Economia,17901,2024
786,Candidato_786,Partido A,68,Fortaleza,Saúde,41505,2024
787,Candidato_787,Partido C,40,Fortaleza,Segurança,31020,2020
788,Candidato_788,Partido D,68,Rio de Janeiro,Educação,26917,2022
789,Candidato_789,Partido D,34,Brasília,Segurança,2988,2018
790,Candidato_790,Partido C,54,Manaus,Saúde,49209,2020
791,Candidato_791,Partido B,49,Brasília,Meio Ambiente,45505,2018
792,Candidato_792,Partido D,63,Brasília,Economia,15256,2024
793,Candidato_793,Partido A,44,Manaus,Economia,23192,2018
794,Candidato_794,Partido D,29,Salvador,Saúde,29230,2022
795,Candidato_795,Partido A,25,Brasília,Educação,40930,2024
796,Candidato_796,Partido C,54,Brasília,Economia,46833,2024
797,Candidato_797,Partido A,27,Salvador,Infraestrutura,23625,2020
798,Candidato_798,Partido C,69,Brasília,Economia,33088,2022
799,Candidato_799,Partido A,38,Brasília,Infraestrutura,15114,2024
800,Candidato_800,Partido C,54,Brasília,Saúde,42167,2022
801,Candidato_801,Partido A,28,Fortaleza,Saúde,39401,2018
802,Candidato_802,Partido B,42,São Paulo,Economia,6755,2022
803,Candidato_803,Partido A,61,Salvador,Segurança,11825,2024
804,Candidato_804,Partido A,49,Brasília,Infraestrutura,23693,2020
805,Candidato_805,Partido B,25,Fortaleza,Educação,5117,2024
806,Candidato_806,Partido D,39,Salvador,Economia,25729,2022
807,Candidato_807,Partido D,33,Rio de Janeiro,Educação,33182,2022
808,Candidato_808,Partido A,39,Rio de Janeiro,Economia,29890,2024
809,Candidato_809,Partido B,48,Brasília,Segurança,30340,2022
810,Candidato_810,Partido A,28,Fortaleza,Segurança,2518,2018
811,Candidato_811,Partido C,36,Fortaleza,Segurança,31949,2024
812,Candidato_812,Partido C,61,Salvador,Meio Ambiente,23547,2020
813,Candidato_813,Partido A,61,Salvador,Segurança,17346,2024
814,Candidato_814,Partido D,67,Fortaleza,Saúde,3600,2018
815,Candidato_815,Partido D,30,Salvador,Saúde,47005,2018
816,Candidato_816,Partido A,63,Fortaleza,Meio Ambiente,30267,2018
817,Candidato_817,Partido A,48,São Paulo,Infraestrutura,37322,2018
818,Candidato_818,Partido C,35,Fortaleza,Educação,27990,2018
