id_evento;cidade;tema;participantes;ano
732;Curitiba;Saúde;115;2025
733;Belo Horizonte;Habitação;474;2021
734;São Paulo;Segurança;445;2024
735;São Paulo;Saúde;239;2024
736;Curitiba;Transporte;347;2022
737;Rio de Janeiro;Educação;388;2023
738;São Paulo;Segurança;233;2022
739;São Paulo;Segurança;487;2022
740;Curitiba;Saúde;218;2022
741;Curitiba;Educação;371;2024
742;São Paulo;Educação;226;2024
743;São Paulo;Educação;388;2024
744;Brasília;Saúde;247;2024
745;Belo Horizonte;Educação;500;2025
746;Curitiba;Habitação;65;2023
747;Curitiba;Habitação;131;2024
748;Belo Horizonte;Transporte;301;2022
749;Rio de Janeiro;Saúde;441;2021
750;Belo Horizonte;Saúde;156;2025
751;Rio de Janeiro;Habitação;417;2024
752;São Paulo;Segurança;422;2023
753;Belo Horizonte;Habitação;247;2022
754;Rio de Janeiro;Transporte;385;2025
755;São Paulo;Transporte;233;2022
756;Curitiba;Habitação;290;2022
757;Rio de Janeiro;Habitação;203;2024
758;Brasília;Educação;495;2023
759;Curitiba;Educação;293;2021
760;Belo Horizonte;Segurança;51;2021
761;Curitiba;Educação;133;2023
762;São Paulo;Educação;26;2023
763;São Paulo;Transporte;216;2023
764;Curitiba;Transporte;327;2021
765;Brasília;Educação;334;2022
766;Brasília;Educação;126;2025
767;Brasília;Transporte;272;2022
768;São Paulo;Habitação;142;2023
769;Belo Horizonte;Habitação;241;2024
770;Rio de Janeiro;Transporte;194;2023
771;São Paulo;Transporte;262;2021
772;Curitiba;Segurança;385;2021
773;Rio de Janeiro;Transporte;456;2025
774;Curitiba;Habitação;432;2025
775;Rio de Janeiro;Transporte;272;2024
776;Rio de Janeiro;Transporte;211;2021
777;Curitiba;Segurança;216;2022
778;Belo Horizonte;Transporte;373;2022
779;Brasília;Segurança;80;2025
780;São Paulo;Segurança;64;2025
781;Curitiba;Segurança;404;2023
782;São Paulo;Saúde;397;2024
783;Belo Horizonte;Segurança;103;2022
784;Belo Horizonte;Habitação;475;2025
785;Curitiba;Educação;476;2024
786;Brasília;Segurança;86;2021
787;São Paulo;Segurança;337;2021
788;São Paulo;Habitação;102;2024
789;São Paulo;Habitação;461;2025
790;Brasília;Saúde;184;2025
791;Rio de Janeiro;Transporte;48;2021
792;Rio de Janeiro;Educação;234;2022
793;Rio de Janeiro;Segurança;206;2025
794;Belo Horizonte;Habitação;363;2022
795;Curitiba;Habitação;40;2024
796;Brasília;Habitação;129;2025
797;Rio de Janeiro;Habitação;342;2023
798;São Paulo;Educação;77;2025
799;Brasília;Transporte;481;2025
800;Belo Horizonte;Habitação;188;2023
801;Brasília;Habitação;477;2021
802;Rio de Janeiro;Saúde;74;2023
803;Rio de Janeiro;Segurança;497;2023
804;Curitiba;Transporte;29;2022
805;Brasília;Saúde;366;2023
806;Belo Horizonte;Segurança;303;2024
807;Belo Horizonte;Transporte;108;2025
808;Belo Horizonte;Transporte;428;2024
809;São Paulo;Habitação;494;2023
810;Brasília;Segurança;391;2022
811;Rio de Janeiro;Transporte;47;2025
812;Brasília;Saúde;297;2021
813;Belo Horizonte;Segurança;53;2024
814;Belo Horizonte;Educação;90;2025
815;São Paulo;Habitação;215;2024
816;Brasília;Habitação;100;2023
817;São Paulo;Saúde;337;2024
818;Rio de Janeiro;Segurança;293;2024
819;Rio de Janeiro;Educação;132;2021
820;Belo Horizonte;Educação;136;2025
821;Rio de Janeiro;Saúde;33;2021
822;Rio de Janeiro;Segurança;310;2022
823;Rio de Janeiro;Transporte;203;2022
824;Rio de Janeiro;Saúde;267;2021
825;Belo Horizonte;Educação;83;2022
826;São Paulo;Transporte;473;2024
827;Brasília;Transporte;134;2022
828;Rio de Janeiro;Segurança;445;2024
829;Rio de Janeiro;Segurança;256;2021
830;Belo Horizonte;Transporte;220;2023
831;São Paulo;Saúde;465;2025
832;Belo Horizonte;Saúde;410;2024
833;Brasília;Transporte;180;2023
834;São Paulo;Segurança;38;2022
835;São Paulo;Segurança;148;2025
836;Brasília;Saúde;128;2025
837;Brasília;Educação;48;2021
838;Curitiba;Transporte;39;2023
839;Curitiba;Educação;289;2023
840;Curitiba;Segurança;370;2023
841;Curitiba;Habitação;376;2023
842;Brasília;Saúde;146;2023
843;Belo Horizonte;Saúde;256;2025
844;Rio de Janeiro;Transporte;93;2025
845;Belo Horizonte;Transporte;203;2021
846;Belo Horizonte;Educação;360;2025
847;São Paulo;Educação;55;2021
848;Curitiba;Habitação;500;2023
849;Brasília;Segurança;246;2023
850;Curitiba;Habitação;27;2025
851;Curitiba;Segurança;185;2024
852;Curitiba;Transporte;147;2022
853;São Paulo;Habitação;173;2023
854;Brasília;Segurança;96;2024
855;Curitiba;Saúde;479;2025
856;Brasília;Segurança;27;2024
857;São Paulo;Transporte;351;2021
858;Brasília;Habitação;360;2022
859;Rio de Janeiro;Transporte;168;2021
860;Curitiba;Transporte;419;2022
861;Curitiba;Educação;291;2023
862;Curitiba;Habitação;361;2024
863;Brasília;Educação;498;2025
864;Brasília;Saúde;342;2021
865;Curitiba;Habitação;113;2021
866;Belo Horizonte;Educação;433;2021
867;Brasília;Habitação;318;2024
868;Brasília;Transporte;191;2025
869;Curitiba;Segurança;181;2021
870;Belo Horizonte;Transporte;131;2024
871;Curitiba;Segurança;474;2025
872;Curitiba;Saúde;258;2022
873;Belo Horizonte;Educação;34;2022
874;São Paulo;Habitação;305;2024
875;Brasília;Educação;79;2021
876;Curitiba;Transporte;114;2025
877;Rio de Janeiro;Habitação;66;2021
878;Belo Horizonte;Habitação;86;2025
879;Brasília;Transporte;68;2022
880;Brasília;Segurança;185;2024
881;Belo Horizonte;Transporte;495;2023
882;São Paulo;Segurança;316;2022
883;Belo Horizonte;Segurança;445;2024
884;São Paulo;Educação;247;2024
885;Curitiba;Saúde;464;2024
886;São Paulo;Transporte;25;2022
887;Brasília;Saúde;45;2025
888;Curitiba;Educação;331;2024
889;Rio de Janeiro;Habitação;193;2021
890;Rio de Janeiro;Habitação;149;2024
891;São Paulo;Educação;350;2024
892;Belo Horizonte;Transporte;359;2023
893;Rio de Janeiro;Habitação;457;2022
894;Brasília;Saúde;421;2024
895;Brasília;Segurança;88;2022
896;Rio de Janeiro;Segurança;332;2025
897;Rio de Janeiro;Saúde;369;2022
898;Brasília;Educação;254;2025
899;Curitiba;Educação;208;2022
900;Brasília;Transporte;93;2021
901;São Paulo;Educação;88;2023
902;Brasília;Transporte;204;2021
903;Brasília;Saúde;500;2021
904;Curitiba;Habitação;489;2023
905;Belo Horizonte;Habitação;318;2024
906;Brasília;Saúde;197;2025
907;Rio de Janeiro;Educação;397;2024
908;Belo Horizonte;Habitação;304;2021
909;Belo Horizonte;Segurança;137;2022
910;Curitiba;Segurança;177;2021
911;Rio de Janeiro;Habitação;495;2024
912;Belo Horizonte;Transporte;473;2023
913;Brasília;Habitação;343;2021
914;São Paulo;Habitação;373;2024
915;Rio de Janeiro;Habitação;123;2025
916;Belo Horizonte;Saúde;147;2023
917;Curitiba;Educação;306;2021
918;São Paulo;Saúde;461;2025
919;Belo Horizonte;Habitação;488;2022
920;Rio de Janeiro;Educação;328;2022
921;Belo Horizonte;Educação;37;2023
922;Curitiba;Transporte;257;2021
923;Belo Horizonte;Educação;416;2022
924;Rio de Janeiro;Habitação;483;2024
925;Curitiba;Saúde;148;2022
926;Brasília;Habitação;465;2022
927;São Paulo;Educação;168;2022
928;São Paulo;Saúde;477;2025
929;Curitiba;Saúde;338;2024
930;São Paulo;Educação;24;2025
931;Curitiba;Saúde;373;2021
932;Rio de Janeiro;Transporte;227;2021
933;Rio de Janeiro;Habitação;154;2023
934;Rio de Janeiro;Segurança;288;2022
935;Belo Horizonte;Educação;313;2023
936;Belo Horizonte;Saúde;448;2024
937;Rio de Janeiro;Segurança;134;2021
938;Rio de Janeiro;Transporte;26;2022
939;Belo Horizonte;Habitação;77;2025
940;São Paulo;Transporte;412;2025
941;Belo Horizonte;Segurança;202;2022
942;Rio de Janeiro;Saúde;309;2025
943;Curitiba;Habitação;160;2021
944;Curitiba;Saúde;320;2024
945;Curitiba;Transporte;205;2021
946;Rio de Janeiro;Segurança;275;2022
947;Belo Horizonte;Saúde;489;2022
948;Belo Horizonte;Transporte;135;2025
949;Rio de Janeiro;Habitação;156;2023
950;São Paulo;Educação;126;2025
951;Rio de Janeiro;Segurança;493;2023
952;São Paulo;Segurança;498;2022
953;Belo Horizonte;Segurança;445;2021
954;Brasília;Saúde;392;2024
955;Curitiba;Habitação;127;2021
956;Rio de Janeiro;Segurança;58;2024
957;Rio de Janeiro;Habitação;379;2024
958;Belo Horizonte;Segurança;98;2024
959;Belo Horizonte;Educação;334;2025
960;Brasília;Saúde;91;2022
961;Rio de Janeiro;Segurança;396;2025
962;Brasília;Transporte;378;2021
963;Curitiba;Habitação;284;2022
964;São Paulo;Transporte;58;2022
965;Rio de Janeiro;Habitação;211;2021
966;Brasília;Habitação;159;2025
967;Curitiba;Educação;186;2025
968;Curitiba;Habitação;121;2024
969;Brasília;Educação;397;2025
970;Rio de Janeiro;Segurança;415;2025
971;Belo Horizonte;Segurança;117;2021
972;Belo Horizonte;Segurança;51;2021
973;Rio de Janeiro;Habitação;346;2023
974;Brasília;Saúde;307;2024
975;Curitiba;Segurança;205;2025
976;Brasília;Educação;325;2021
977;São Paulo;Saúde;73;2021
978;Brasília;Educação;33;2024
979;Rio de Janeiro;Habitação;487;2025
980;Curitiba;Saúde;240;2025
981;Rio de Janeiro;Educação;229;2023
982;Rio de Janeiro;Segurança;496;2025
983;Brasília;Educação;39;2021
984;São Paulo;Habitação;133;2022
985;Curitiba;Habitação;167;2022
986;São Paulo;Segurança;394;2022
987;Curitiba;Educação;201;2022
988;São Paulo;Habitação;59;2021
989;Curitiba;Transporte;316;2021
990;Brasília;Saúde;318;2022
991;Belo Horizonte;Habitação;384;2023
992;Belo Horizonte;Saúde;274;2025
993;Brasília;Segurança;493;2023
994;Curitiba;Habitação;111;2024
995;Rio de Janeiro;Educação;240;2024
996;Brasília;Habitação;455;2025
997;Rio de Janeiro;Saúde;51;2022
998;Curitiba;Saúde;247;2021
999;Rio de Janeiro;Transporte;252;2021
1000;São Paulo;Segurança;149;2024
